estado_civil;modo_solicitud;orden_solicitud;curso;asistencia_diurna_vespertina;cualificacion_previa;nota_cualificacion_previa;nacionalidad;cualificacion_madre;cualificacion_padre;ocupacion_madre;ocupacion_padre;nota_admision;desplazado;necesidades_educativas_especiales;deudor;matricula_al_dia;genero;becado;edad_al_matricularse;internacional;asignaturas_1sem_convalidadas;asignaturas_1sem_matriculadas;asignaturas_1sem_evaluadas;asignaturas_1sem_aprobadas;nota_media_1sem;asignaturas_1sem_sin_evaluacion;asignaturas_2sem_convalidadas;asignaturas_2sem_matriculadas;asignaturas_2sem_evaluadas;asignaturas_2sem_aprobadas;nota_media_2sem;asignaturas_2sem_sin_evaluacion;tasa_desempleo;tasa_inflacion;pib;objetivo
soltero/a;cambio_de_curso;1;diseno_de_comunicacion;diurna;educacion_secundaria;116.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;tecnicos_y_profesiones_de_nivel_intermedio;tecnicos_y_profesiones_de_nivel_intermedio;120.9;no;no;no;si;hombre;no;24;no;0;6;6;0;0.0;0;0;6;6;0;0.0;0;12.7;3.7;-1.7;matriculado
divorciado/a;traslado;1;enfermeria;diurna;educacion_basica_3er_ciclo_o_equivalente;133.1;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;trabajadoras_de_servicios_personales_seguridad_y_vendedoras;trabajadores_de_servicios_personales_seguridad_y_vendedores;126.0;si;no;no;si;hombre;no;29;no;2;7;10;5;11.9;0;1;8;10;5;11.0;0;13.9;-0.3;0.79;abandono
soltero/a;1a_fase_contingente_general;3;animacion_y_diseno_multimedia;diurna;educacion_secundaria;139.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_de_servicios_personales_seguridad_y_vendedoras;tecnicos_y_profesiones_de_nivel_intermedio;128.2;si;no;no;si;hombre;si;19;no;0;0;0;0;0.0;0;0;0;0;0;0.0;0;10.8;1.4;1.74;graduado
soltero/a;titular_de_diploma_de_especializacion_tecnologica;1;agronomia;diurna;curso_de_especializacion_tecnologica;130.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;130.0;si;no;no;si;hombre;no;23;no;0;6;8;6;12.571428571428571;0;0;6;7;6;12.428571428571429;0;8.9;1.4;3.51;graduado
soltero/a;1a_fase_contingente_general;3;gestion;diurna;educacion_secundaria;125.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;trabajadoras_cualificadas_de_industria_construccion_y_artesania;trabajadores_cualificados_de_industria_construccion_y_artesania;120.1;no;no;si;si;hombre;no;19;no;0;5;8;5;11.2;0;0;5;10;4;10.75;3;16.2;0.3;-0.92;abandono
soltero/a;mayor_de_23_anos;1;turismo;diurna;educacion_secundaria;160.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_cualificadas_de_industria_construccion_y_artesania;profesiones_de_las_fuerzas_armadas;100.0;no;no;no;si;hombre;no;26;no;0;6;7;6;12.0;0;0;6;8;5;10.8;0;12.7;3.7;-1.7;matriculado
soltero/a;2a_fase_contingente_general;1;gestion;diurna;educacion_secundaria;148.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_de_servicios_personales_seguridad_y_vendedoras;trabajadores_de_servicios_personales_seguridad_y_vendedores;134.0;no;no;no;si;hombre;no;18;no;0;5;9;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;matriculado
soltero/a;2a_fase_contingente_general;1;enfermeria;diurna;educacion_secundaria;150.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;operadoras_de_instalaciones_y_maquinaria_y_montadoras;personal_administrativo;130.8;no;no;no;si;hombre;no;24;no;0;7;8;7;11.975;0;0;8;8;8;13.75;0;13.9;-0.3;0.79;graduado
soltero/a;1a_fase_contingente_general;1;animacion_y_diseno_multimedia;diurna;educacion_secundaria;141.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_de_servicios_personales_seguridad_y_vendedoras;profesiones_de_las_fuerzas_armadas;135.8;si;no;no;si;hombre;no;19;no;0;0;0;0;0.0;0;0;0;0;0;0.0;0;15.5;2.8;-4.06;abandono
soltero/a;2a_fase_contingente_general;4;turismo;diurna;educacion_secundaria;118.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_de_servicios_personales_seguridad_y_vendedoras;trabajadores_cualificados_de_industria_construccion_y_artesania;111.7;si;no;no;si;hombre;no;18;no;0;6;12;3;11.666666666666666;0;0;6;12;1;12.0;0;12.4;0.5;1.79;abandono
soltero/a;1a_fase_contingente_general;2;periodismo_y_comunicacion;diurna;educacion_secundaria;142.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;132.9;si;no;no;si;hombre;no;18;no;0;6;8;6;12.333333333333334;0;0;6;11;3;12.333333333333334;0;10.8;1.4;1.74;graduado
soltero/a;2a_fase_contingente_general;3;gestion;diurna;educacion_secundaria;120.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;personal_administrativo;trabajadores_cualificados_de_industria_construccion_y_artesania;115.5;si;no;si;si;hombre;no;18;no;0;5;8;3;10.333333333333334;0;0;5;11;3;10.857142857142858;0;10.8;1.4;1.74;abandono
soltero/a;3a_fase_contingente_general;4;turismo;diurna;educacion_secundaria;106.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_cualificadas_de_industria_construccion_y_artesania;trabajadores_cualificados_de_industria_construccion_y_artesania;106.0;si;no;no;si;hombre;si;21;no;0;6;8;4;10.5;0;0;6;11;1;11.0;0;9.4;-0.8;-3.12;abandono
soltero/a;2a_fase_contingente_general;4;periodismo_y_comunicacion;diurna;educacion_secundaria;121.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_no_cualificadas;operadores_de_instalaciones_y_maquinaria_y_montadores;120.3;si;no;si;si;hombre;si;19;no;0;6;6;6;13.666666666666666;0;0;6;6;6;13.333333333333334;0;8.9;1.4;3.51;graduado
soltero/a;2a_fase_contingente_general;4;enfermeria;diurna;educacion_secundaria;150.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;130.8;no;no;no;si;hombre;si;22;no;0;7;7;7;14.842857142857142;0;0;8;9;8;15.055555555555555;0;16.2;0.3;-0.92;graduado
casado/a;mayor_de_23_anos;1;servicio_social_nocturno;vespertina;educacion_secundaria;120.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;agricultores_y_trabajadores_cualificados_de_agricultura_pesca_y_silvicultura;117.0;no;no;no;si;hombre;no;33;no;0;6;8;6;12.0;0;0;6;6;6;11.666666666666666;0;10.8;1.4;1.74;graduado
soltero/a;1a_fase_contingente_general;6;educacion_basica;diurna;educacion_secundaria;114.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;110.2;si;no;no;si;hombre;no;20;no;0;6;8;5;12.2;0;0;6;7;5;12.2;0;10.8;1.4;1.74;abandono
soltero/a;mayor_de_23_anos;1;gestion_nocturno;vespertina;educacion_superior_licenciatura;140.0;portuguesa;educacion_superior_grado;educacion_superior_grado;especialistas_en_actividades_intelectuales_y_cientificas;especialistas_en_actividades_intelectuales_y_cientificas;155.7;si;no;no;si;hombre;no;35;no;0;1;1;0;0.0;1;0;5;0;0;0.0;0;10.8;1.4;1.74;abandono
soltero/a;mayor_de_23_anos;1;agronomia;diurna;educacion_superior_master;160.0;portuguesa;educacion_superior_grado;educacion_superior_grado;personal_administrativo;especialistas_en_actividades_intelectuales_y_cientificas;180.4;no;no;si;si;hombre;no;24;no;6;12;17;6;12.166666666666666;0;7;12;14;10;13.3;0;12.4;0.5;1.79;abandono
soltero/a;2a_fase_contingente_general;1;turismo;diurna;educacion_secundaria;120.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;personal_administrativo;personal_administrativo;125.5;no;no;no;si;hombre;no;18;no;0;5;6;5;12.0;0;0;5;8;3;11.333333333333334;0;12.7;3.7;-1.7;matriculado
casado/a;mayor_de_23_anos;1;servicio_social_nocturno;vespertina;educacion_secundaria;130.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;agricultores_y_trabajadores_cualificados_de_agricultura_pesca_y_silvicultura;110.0;si;no;no;si;mujer;no;33;no;0;6;7;6;11.0;0;0;6;11;5;11.0;0;9.4;-0.8;-3.12;graduado
soltero/a;traslado;1;enfermeria;diurna;educacion_secundaria;160.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_cualificados_de_industria_construccion_y_artesania;161.0;si;no;no;si;mujer;si;22;no;0;8;8;7;13.08;0;0;8;8;7;13.08;0;10.8;1.4;1.74;graduado
soltero/a;mayor_de_23_anos;1;gestion_de_publicidad_y_marketing;diurna;educacion_secundaria;120.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;personal_administrativo;trabajadores_de_servicios_personales_seguridad_y_vendedores;100.0;no;no;no;si;mujer;si;25;no;0;5;7;4;10.5;0;0;5;7;5;11.6;0;9.4;-0.8;-3.12;graduado
soltero/a;2a_fase_contingente_general;1;diseno_de_comunicacion;diurna;educacion_secundaria;124.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;personal_administrativo;estudiante;117.6;si;no;no;si;hombre;no;20;no;0;6;9;6;10.666666666666666;1;0;6;6;5;11.2;0;7.6;2.6;0.32;graduado
soltero/a;1a_fase_contingente_general;6;gestion;diurna;educacion_secundaria;143.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;128.7;si;no;no;si;hombre;no;23;no;0;5;6;4;14.0;0;0;5;5;5;13.8;0;11.1;0.6;2.02;matriculado
soltero/a;cambio_de_curso;2;ingenieria_informatica;diurna;educacion_secundaria;115.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_no_cualificadas;agricultores_y_trabajadores_cualificados_de_agricultura_pesca_y_silvicultura;112.2;si;no;si;si;hombre;no;18;no;0;5;9;2;10.0;0;0;5;9;0;0.0;0;15.5;2.8;-4.06;matriculado
soltero/a;mayor_de_23_anos;1;enfermeria;diurna;educacion_secundaria;133.1;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;personal_administrativo;profesiones_de_las_fuerzas_armadas;100.8;no;no;no;si;hombre;no;24;no;0;7;18;0;0.0;0;0;7;7;0;0.0;0;13.9;-0.3;0.79;abandono
soltero/a;2a_fase_contingente_general;2;periodismo_y_comunicacion;diurna;educacion_secundaria;133.1;brasilena;educacion_basica_3er_ciclo_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;105.0;si;no;no;no;mujer;no;21;si;0;6;6;6;14.0;0;0;6;6;6;13.5;0;8.9;1.4;3.51;graduado
soltero/a;estudiante_internacional_licenciatura;1;equicultura;diurna;educacion_secundaria;133.1;brasilena;educacion_secundaria_12o_ano_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;personal_administrativo;personal_administrativo;100.0;no;no;no;si;mujer;no;26;si;0;6;7;2;12.0;1;0;6;6;0;0.0;0;8.9;1.4;3.51;abandono
casado/a;mayor_de_23_anos;1;educacion_basica;diurna;11o_ano_no_completado;133.1;portuguesa;educacion_basica_1er_ciclo_o_equivalente;desconocido;estudiante;estudiante;115.5;no;no;no;si;mujer;no;39;no;0;6;12;3;12.666666666666666;0;0;6;14;0;0.0;1;7.6;2.6;0.32;abandono
casado/a;mayor_de_23_anos;1;servicio_social_nocturno;vespertina;educacion_secundaria;133.1;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;114.0;no;no;no;si;mujer;no;44;no;2;8;11;8;11.875;0;0;6;7;6;12.333333333333334;0;12.7;3.7;-1.7;graduado
soltero/a;estudiante_internacional_licenciatura;1;ingenieria_informatica;diurna;educacion_secundaria;130.0;santotomense;educacion_basica_2o_ciclo_o_equivalente;educacion_superior_grado;trabajadoras_no_cualificadas;especialistas_en_actividades_intelectuales_y_cientificas;137.0;si;no;no;si;hombre;no;19;si;0;5;9;5;14.0;0;0;5;11;3;13.25;0;13.9;-0.3;0.79;matriculado
soltero/a;1a_fase_contingente_general;5;periodismo_y_comunicacion;diurna;educacion_secundaria;135.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;trabajadoras_de_servicios_personales_seguridad_y_vendedoras;trabajadores_de_servicios_personales_seguridad_y_vendedores;124.9;si;no;no;si;mujer;no;18;no;0;6;6;6;13.666666666666666;0;0;6;6;6;13.333333333333334;0;8.9;1.4;3.51;graduado
soltero/a;1a_fase_contingente_general;5;enfermeria;diurna;educacion_secundaria;132.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_cualificadas_de_industria_construccion_y_artesania;trabajadores_cualificados_de_industria_construccion_y_artesania;120.3;si;no;no;si;mujer;si;18;no;0;7;7;7;13.75;0;0;8;9;8;14.47777777777778;0;12.4;0.5;1.79;graduado
soltero/a;1a_fase_contingente_general;1;enfermeria_veterinaria;diurna;educacion_secundaria;135.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_superior_licenciatura;trabajadoras_no_cualificadas;representantes_del_poder_legislativo_y_ejecutivo_directores_y_gerentes_ejecutivos;134.3;si;no;no;si;mujer;no;19;no;0;5;7;5;14.2;2;0;5;7;5;13.8;0;12.7;3.7;-1.7;matriculado
soltero/a;1a_fase_contingente_general;4;enfermeria;diurna;educacion_secundaria;115.0;portuguesa;educacion_superior_grado;educacion_superior_grado;especialistas_en_actividades_intelectuales_y_cientificas;especialistas_en_actividades_intelectuales_y_cientificas;111.5;si;no;si;no;mujer;no;19;no;0;7;10;4;11.96;0;0;7;7;0;0.0;0;13.9;-0.3;0.79;abandono
soltero/a;titular_de_diploma_de_ciclo_corto;1;enfermeria_veterinaria;diurna;curso_tecnico_superior_profesional;130.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;128.8;no;no;no;si;mujer;no;21;no;7;10;12;8;12.875;0;4;9;14;5;13.4;0;8.9;1.4;3.51;abandono
soltero/a;1a_fase_contingente_general;4;animacion_y_diseno_multimedia;diurna;educacion_secundaria;133.1;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;trabajadoras_no_cualificadas;profesiones_de_las_fuerzas_armadas;110.0;si;no;no;si;mujer;no;20;no;0;0;0;0;0.0;0;0;0;0;0;0.0;0;16.2;0.3;-0.92;graduado
casado/a;mayor_de_23_anos;1;servicio_social_nocturno;vespertina;educacion_secundaria;130.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;agricultoras_y_trabajadoras_cualificadas_de_agricultura_pesca_y_silvicultura;trabajadores_de_servicios_personales_seguridad_y_vendedores;113.5;si;no;no;si;mujer;no;36;no;0;6;0;0;0.0;0;0;6;0;0;0.0;0;9.4;-0.8;-3.12;abandono
divorciado/a;mayor_de_23_anos;1;agronomia;diurna;otro_11o_ano;133.1;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;agricultores_y_trabajadores_cualificados_de_agricultura_pesca_y_silvicultura;160.0;no;no;no;si;mujer;no;43;no;13;18;19;18;14.63157894736842;0;10;13;14;13;14.23076923076923;1;15.5;2.8;-4.06;graduado
soltero/a;3a_fase_contingente_general;1;educacion_basica;diurna;educacion_secundaria;123.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_cualificados_de_industria_construccion_y_artesania;117.4;si;no;no;si;mujer;no;19;no;0;6;0;0;0.0;0;0;6;0;0;0.0;0;11.1;0.6;2.02;abandono
soltero/a;cambio_de_institucion_curso;1;diseno_de_comunicacion;diurna;educacion_secundaria;130.0;portuguesa;educacion_superior_grado;educacion_secundaria_12o_ano_o_equivalente;especialistas_en_actividades_intelectuales_y_cientificas;operadores_de_instalaciones_y_maquinaria_y_montadores;122.2;no;no;si;si;mujer;no;20;no;4;10;12;10;13.0;0;5;11;11;11;12.272727272727272;0;11.1;0.6;2.02;graduado
soltero/a;1a_fase_contingente_general;2;servicio_social;diurna;educacion_secundaria;122.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;personal_administrativo;trabajadores_cualificados_de_industria_construccion_y_artesania;118.2;si;no;no;si;mujer;no;19;no;0;6;0;0;0.0;0;0;6;0;0;0.0;0;16.2;0.3;-0.92;abandono
soltero/a;1a_fase_contingente_general;1;enfermeria_veterinaria;diurna;educacion_secundaria;113.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;personal_administrativo;personal_administrativo;106.7;si;no;no;si;mujer;no;20;no;0;6;15;4;14.2;0;0;6;17;4;13.25;0;15.5;2.8;-4.06;abandono
soltero/a;1a_fase_contingente_general;5;enfermeria;diurna;educacion_secundaria;111.0;portuguesa;educacion_superior_grado;educacion_superior_master;personal_administrativo;tecnicos_y_profesiones_de_nivel_intermedio;108.2;si;no;no;si;mujer;no;20;no;2;7;9;6;13.266666666666666;0;0;7;10;5;12.3;0;12.4;0.5;1.79;abandono
soltero/a;2a_fase_contingente_general;2;educacion_basica;diurna;educacion_secundaria;133.1;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;trabajadoras_no_cualificadas;tecnicos_y_profesiones_de_nivel_intermedio;107.0;si;no;no;si;mujer;no;20;no;0;7;12;6;11.666666666666666;0;0;7;10;3;13.0;0;16.2;0.3;-0.92;matriculado
soltero/a;1a_fase_contingente_general;1;servicio_social;diurna;educacion_secundaria;142.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;agricultoras_y_trabajadoras_cualificadas_de_agricultura_pesca_y_silvicultura;trabajadores_cualificados_de_industria_construccion_y_artesania;136.1;si;no;no;si;mujer;no;18;no;0;6;8;6;13.857142857142858;0;0;6;6;6;15.0;0;13.9;-0.3;0.79;graduado
soltero/a;2a_fase_contingente_general;2;gestion;diurna;educacion_secundaria;123.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;personal_administrativo;trabajadores_cualificados_de_industria_construccion_y_artesania;115.3;si;no;no;si;mujer;si;18;no;0;5;9;3;13.0;0;0;5;11;3;11.0;0;8.9;1.4;3.51;matriculado
soltero/a;1a_fase_contingente_general;1;enfermeria_veterinaria;diurna;educacion_secundaria;131.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;139.8;si;no;no;si;mujer;no;19;no;0;5;6;5;13.4;0;0;5;5;5;12.8;0;10.8;1.4;1.74;graduado
soltero/a;1a_fase_contingente_general;3;periodismo_y_comunicacion;diurna;educacion_secundaria;158.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;personal_administrativo;trabajadores_cualificados_de_industria_construccion_y_artesania;157.0;si;no;no;si;mujer;no;18;no;0;6;6;6;12.666666666666666;0;0;6;7;6;12.571428571428571;0;10.8;1.4;1.74;graduado
soltero/a;2a_fase_contingente_general;2;enfermeria;diurna;educacion_secundaria;122.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;131.0;si;no;no;si;mujer;no;18;no;0;7;7;6;12.516666666666666;1;0;7;7;6;12.516666666666666;1;7.6;2.6;0.32;abandono
soltero/a;cambio_de_curso;1;enfermeria;diurna;educacion_secundaria;130.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_de_servicios_personales_seguridad_y_vendedores;100.0;no;no;no;si;mujer;no;20;no;0;7;11;6;11.616666666666667;0;0;7;7;7;13.0;0;13.9;-0.3;0.79;matriculado
soltero/a;2a_fase_contingente_general;1;servicio_social;diurna;educacion_secundaria;154.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_cualificados_de_industria_construccion_y_artesania;140.4;si;no;no;si;mujer;si;20;no;0;6;13;2;10.0;0;0;6;12;4;10.75;0;7.6;2.6;0.32;matriculado
soltero/a;2a_fase_contingente_general;1;gestion;diurna;educacion_secundaria;120.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;tecnicos_y_profesiones_de_nivel_intermedio;tecnicos_y_profesiones_de_nivel_intermedio;113.4;no;no;no;si;mujer;no;20;no;0;5;11;3;10.333333333333334;0;0;5;10;3;10.666666666666666;0;12.4;0.5;1.79;matriculado
soltero/a;1a_fase_contingente_general;2;enfermeria_veterinaria;diurna;educacion_secundaria;140.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_cualificados_de_industria_construccion_y_artesania;137.0;no;no;no;si;mujer;no;18;no;0;5;12;5;13.142857142857142;2;0;5;6;5;11.4;0;9.4;-0.8;-3.12;graduado
soltero/a;1a_fase_contingente_general;1;gestion;diurna;educacion_secundaria;127.0;portuguesa;educacion_superior_licenciatura;educacion_basica_3er_ciclo_o_equivalente;personal_administrativo;trabajadores_de_servicios_personales_seguridad_y_vendedores;121.8;no;no;no;si;mujer;no;18;no;0;5;5;5;12.6;0;0;5;5;5;14.0;0;11.1;0.6;2.02;graduado
soltero/a;2a_fase_contingente_general;1;turismo;diurna;educacion_secundaria;133.1;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;personal_administrativo;trabajadores_de_servicios_personales_seguridad_y_vendedores;131.0;si;no;no;si;mujer;no;21;no;0;6;12;3;11.0;0;0;6;12;2;11.0;0;9.4;-0.8;-3.12;abandono
soltero/a;1a_fase_contingente_general;2;gestion;diurna;educacion_secundaria;120.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_cualificados_de_industria_construccion_y_artesania;118.6;si;no;no;si;mujer;no;19;no;0;5;8;5;10.8;0;0;5;9;4;11.25;2;16.2;0.3;-0.92;graduado
